,word,encodec ec,encodec mel,w2v
916,pleasing,"['easy', 'zeal', 'zeal', 'see', 'see']","['see', 'see', 'see', 'easy', 'see']","['easy', 'easy', 'seizing', 'ending', 'easy']"
917,errors,"['error', 'prayer', 'error', 'prayer', 'theirs']","['error', 'error', 'error', 'beer', 'theirs']","['error', 'error', 'error', 'river', 'river']"
918,deeply,"['enables', 'parry', 'he', 'he', 'you']","['me', 'me', 'me', 'me', 'me']","['he', 'he', 'he', 'he', 'he']"
919,seasonable,"['all', 'all', 'all', 'allspice', 'all']","['slices', 'slices', 'slices', 'awls', 'seize']","['rules', 'rules', 'rules', 'soul', 'soul']"
920,suspicious,"['she', 'she', 'she', 'she', 'she']","['as', 'as', 'as', 'as', 'as']","['his', 'his', 'his', 'his', 'this']"
921,tumult,"['who', 'who', 'who', 'who', 'who']","['two', 'two', 'two', 'two', 'two']","['confluence', 'remote', 'womb', 'confluence', 'moulds']"
922,translated,"['raw', 'communion', 'in', 'in', 'religion']","['tribes', 'invited', 'ideas', 'religion', 'embryos']","['degraded', 'sunset', 'presided', 'at', 'entered']"
923,drew,"['who', 'grew', 'who', 'who', 'who']","['room', 'room', 'room', 'room', 'room']","['through', 'through', 'through', 'through', 'through']"
924,infant,"['infancy', 'in', 'in', 'in', 'in']","['in', 'infancy', 'in', 'in', 'in']","['contingent', 'human', 'ink', 'human', 'human']"
925,phrases,"['his', 'his', 'sins', 'his', 'his']","['slices', 'slices', 'saved', 'saved', 'races']","['races', 'seas', 'invaders', 'differences', 'teacher']"
926,carries,"['e', 'air', 'air', 'puerile', 'air']","['carried', 'carried', 'carried', 'carried', 'carry']","['carried', 'carry', 'carried', 'carried', 'carry']"
927,eve,"['you', 'you', 'you', 'you', 'you']","['ease', 'ease', 'grief', 'meath', 'view']","['leash', 'teeth', 'teeth', 'teeth', 'teeth']"
928,bow,"['well', 'well', 'all', 'well', 'well']","['row', 'bill', 'well', 'row', 'well']","['below', 'below', 'below', 'below', 'below']"
929,comers,"['her', 'her', 'her', 'her', 'her']","['sir', 'sir', 'sir', 'sir', 'sir']","['almoner', 'root', 'rome', 'islands', 'waters']"
930,suppose,"['a', 'a', 'a', 'a', 'hope']","['was', 'was', 'was', 'was', 'was']","['was', 'was', 'was', 'was', 'was']"
931,attempt,"['her', 'her', 'her', 'her', 'her']","['him', 'him', 'him', 'him', 'him']","['pent', 'attempted', 'kings', 'metaphysic', 'sack']"
932,wherever,"['were', 'were', 'were', 'were', 'were']","['were', 'were', 'were', 'were', 'were']","['ever', 'ever', 'ever', 'ever', 'ever']"
933,poems,"['home', 'home', 'home', 'home', 'home']","['home', 'home', 'home', 'home', 'home']","['homes', 'homes', 'home', 'home', 'home']"
934,guided,"['it', 'it', 'it', 'it', 'it']","['it', 'it', 'it', 'it', 'it']","['it', 'it', 'it', 'it', 'it']"
935,burned,"['are', 'are', 'are', 'are', 'our']","['earn', 'turn', 'turn', 'turn', 'turn']","['burn', 'rode', 'rode', 'earn', 'rum']"
936,zealand,"['inland', 'leniency', 'landing', 'immediately', 'reviews']","['leniency', 'edition', 'landing', 'lean', 'lean']","['hand', 'hand', 'hand', 'hand', 'hand']"
937,ending,"['in', 'in', 'in', 'in', 'in']","['end', 'end', 'end', 'end', 'end']","['league', 'in', 'in', 'intend', 'in']"
938,cave,"['reign', 'reign', 'wayne', 'brooding', 'owner']","['grave', 'grave', 'grave', 'grave', 'grave']","['grave', 'grave', 'deity', 'grave', 'grave']"
939,crowding,"['arrived', 'sunrise', 'drive', 'on', 'northern']","['out', 'out', 'out', 'out', 'out']","['crowd', 'crowd', 'crowd', 'crowd', 'crowd']"
940,extended,"['in', 'in', 'in', 'in', 'in']","['it', 'citizen', 'it', 'it', 'it']","['disposed', 'divided', 'consisted', 'divided', 'that']"
941,knocked,"['known', 'known', 'known', 'not', 'not']","['not', 'not', 'not', 'not', 'not']","['not', 'not', 'not', 'not', 'not']"
942,misunderstand,"['ann', 'ann', 'ann', 'on', 'condemnation']","['understands', 'condemnation', 'thirds', 'sons', 'similar']","['understand', 'understand', 'understand', 'understand', 'understand']"
943,men,"['the', 'the', 'the', 'the', 'the']","['in', 'in', 'in', 'in', 'in']","['in', 'in', 'in', 'in', 'in']"
944,mute,"['lean', 'room', 'rooms', 'room', 'near']","['you', 'you', 'you', 'you', 'you']","['lean', 'lean', 'butte', 'butte', 'butte']"
945,captured,"['should', 'should', 'should', 'should', 'should']","['half', 'half', 'half', 'half', 'half']","['after', 'after', 'after', 'after', 'after']"
946,numbers,"['rooms', 'drawer', 'willing', 'answer', 'room']","['answers', 'answers', 'answer', 'answer', 'benches']","['news', 'them', 'them', 'them', 'them']"
947,americans,"['are', 'are', 'are', 'american', 'are']","['american', 'an', 'an', 'an', 'an']","['american', 'american', 'american', 'american', 'america']"
948,impossible,"['design', 'violently', 'vine', 'ledge', 'little']","['ledge', 'pavel', 'also', 'lost', 'highly']","['possible', 'possible', 'possible', 'possible', 'possible']"
949,times,"['on', 'on', 'on', 'on', 'on']","['time', 'time', 'time', 'time', 'time']","['time', 'time', 'time', 'time', 'time']"
950,grieved,"['you', 'you', 'you', 'use', 'you']","['grew', 'grew', 'grew', 'grave', 'great']","['grew', 'grew', 'grew', 'agree', 'agreed']"
951,establishment,"['synonym', 'patients', 'in', 'in', 'established']","['to', 'to', 'to', 'to', 'to']","['stratum', 'optimist', 'sack', 'ounces', 'gazette']"
952,miss,"['jane', 'wilson', 'lying', 'wilson', 'in']","['missus', 'missus', 'missus', 'missus', 'missus']","['missus', 'missus', 'missus', 'missus', 'missus']"
953,without,"['out', 'out', 'out', 'out', 'out']","['out', 'out', 'out', 'out', 'out']","['with', 'with', 'with', 'with', 'with']"
954,board,"['door', 'door', 'word', 'door', 'door']","['door', 'door', 'door', 'door', 'door']","['level', 'dough', 'war', 'gorge', 'gorge']"
955,underneath,"['leaned', 'need', 'need', 'reveal', 'arrange']","['need', 'need', 'need', 'need', 'need']","['need', 'contingent', 'any', 'need', 'need']"
956,inspired,"['rules', 'warrior', 'rules', 'air', 'alarm']","['rules', 'rules', 'science', 'rules', 'science']","['admired', 'spare', 'site', 'fire', 'fire']"
957,body,"['dive', 'i', 'i', 'i', 'i']","['i', 'i', 'i', 'i', 'i']","['vine', 'i', 'i', 'i', 'i']"
958,completed,"['remedy', 't', 'v', 'kingdom', 'pink']","['clean', 'clean', 'clean', 'clean', 'clean']","['vindicated', 'complaining', 'could', 'could', 'could']"
959,clung,"['karl', 'karl', 'all', 'poring', 'all']","['long', 'clock', 'long', 'long', 'long']","['hung', 'hung', 'clinging', 'slung', 'clutch']"
960,quenelles,"['one', 'one', 'one', 'in', 'on']","['on', 'on', 'also', 'on', 'owns']","['the', 'the', 'the', 'the', 'the']"
961,ecclesiastical,"['antioch', 'disobey', 'ministers', 'union', 'sensitive']","['antioch', 'release', 'ministers', 'musical', 'misuse']","['his', 'his', 'his', 'his', 'his']"
962,sky,"['i', 'i', 'i', 'i', 'i']","['eyes', 'eyes', 'eyes', 'eyes', 'eyes']","['size', 'size', 'size', 'sides', 'sigh']"
963,wire,"['are', 'are', 'are', 'are', 'are']","['wore', 'are', 'are', 'are', 'are']","['wild', 'wild', 'wild', 'wild', 'wild']"
964,notice,"['no', 'no', 'no', 'no', 'no']","['no', 'no', 'no', 'no', 'no']","['knows', 'no', 'knows', 'rulers', 'no']"
965,no,"['mode', 'mode', 'mode', 'mode', 'mode']","['know', 'know', 'know', 'know', 'know']","['now', 'now', 'now', 'now', 'now']"
966,scarcely,"['she', 'she', 'she', 'she', 'she']","['rear', 'snake', 'twice', 'surely', 'surely']","['gifted', 'twice', 'is', 'is', 'is']"
967,cannot,"['at', 'at', 'laying', 'at', 'at']","['not', 'not', 'not', 'not', 'not']","['not', 'not', 'not', 'not', 'not']"
968,defiance,"['sunrise', 'e', 'man', 'only', 'woman']","['sign', 'sign', 'find', 'signs', 'signs']","['finds', 'assign', 'assign', 'pennons', 'fine']"
969,cage,"['age', 'age', 'age', 'age', 'shady']","['age', 'age', 'age', 'age', 'age']","['age', 'age', 'age', 'age', 'age']"
970,commercial,"['bush', 'chefs', 'chef', 'chef', 'french']","['former', 'french', 'former', 'her', 'humor']","['partial', 'morsel', 'fresh', 'metaphorical', 'remarkable']"
971,though,"['the', 'the', 'the', 'the', 'the']","['the', 'the', 'the', 'the', 'the']","['the', 'the', 'the', 'the', 'the']"
972,your,"['were', 'were', 'were', 'were', 'were']","['you', 'you', 'you', 'you', 'you']","['you', 'you', 'you', 'you', 'you']"
973,lovely,"['little', 'little', 'little', 'little', 'little']","['little', 'little', 'little', 'little', 'little']","['little', 'little', 'little', 'little', 'little']"
974,cold,"['whole', 'whole', 'whole', 'whole', 'whole']","['whole', 'whole', 'whole', 'whole', 'whole']","['old', 'old', 'old', 'old', 'old']"
975,vigorously,"['revered', 'lord', 'roll', 'jersey', 'shadows']","['jersey', 'vigour', 'lee', 'v', 'of']","['seriously', 'seriously', 'vigour', 'jersey', 'revered']"
976,italy,"['solved', 'masses', 'bounty', 'hide', 'lowlands']","['heavily', 'me', 'bitterly', 'me', 'me']","['limit', 'wave', 'lighteth', 'seas', 'races']"
977,ventured,"['profession', 'profession', 'orgy', 'education', 'jetty']","['profession', 'profession', 'answers', 'repaired', 'answers']","['entered', 'entered', 'entered', 'repaired', 'entered']"
978,tony,"['iona', 'iona', 'iona', 'reign', 'reign']","['me', 'me', 'me', 'me', 'me']","['known', 'known', 'known', 'me', 'owe']"
979,absurd,"['theirs', 'spur', 'theirs', 'sharks', 'hours']","['served', 'served', 'served', 'served', 'served']","['served', 'serve', 'serve', 'served', 'serve']"
980,ordinary,"['were', 'were', 'were', 'were', 'were']","['are', 'are', 'are', 'are', 'are']","['extraordinary', 'extraordinary', 'extraordinary', 'extraordinary', 'extraordinary']"
981,discern,"['stir', 'resist', 'is', 'sincerity', 'samuel']","['resist', 'sooner', 'stir', 'earn', 'his']","['sense', 'sutter', 'sense', 'sitter', 'simmonds']"
982,support,"['woollen', 'raw', 'roll', 'partial', 'oppose']","['more', 'more', 'poor', 'more', 'more']","['port', 'port', 'port', 'fought', 'pour']"
983,piece,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
984,standing,"['hand', 'hand', 'hand', 'hand', 'hand']","['hand', 'hand', 'hand', 'hand', 'hand']","['hand', 'hand', 'hand', 'hand', 'hand']"
985,one,"['on', 'on', 'on', 'on', 'on']","['when', 'when', 'when', 'when', 'when']","['i', 'i', 'i', 'i', 'i']"
986,bright,"['bay', 'garlic', 'river', 'bride', 'river']","['great', 'great', 'great', 'great', 'great']","['great', 'great', 'great', 'great', 'great']"
987,dishes,"['chef', 'chefs', 'chef', 'shave', 'fish']","['is', 'is', 'is', 'is', 'shave']","['dish', 'dish', 'dish', 'dish', 'dish']"
988,remark,"['are', 'are', 'are', 'are', 'our']","['our', 'our', 'our', 'our', 'our']","['murmur', 'roar', 'harbor', 'warrior', 'row']"
989,especially,"['she', 'she', 'she', 'she', 'she']","['she', 'she', 'she', 'she', 'she']","['special', 'suspicion', 'suspicion', 'sage', 'secesh']"
990,sight,"['such', 'such', 'sees', 'such', 'such']","['side', 'side', 'side', 'side', 'side']","['side', 'side', 'side', 'side', 'side']"
991,sea,"['see', 'see', 'see', 'see', 'see']","['see', 'see', 'see', 'see', 'see']","['see', 'see', 'see', 'see', 'see']"
992,lengths,"['us', 'us', 'us', 'flanks', 'us']","['flanks', 'things', 'things', 'things', 'things']","['flanks', 'scenes', 'wheels', 'seeds', 'wheels']"
993,gentle,"['lance', 'little', 'little', 'little', 'animal']","['little', 'little', 'little', 'little', 'little']","['gentleman', 'vandal', 'gentleman', 'gentile', 'gentleman']"
994,ornamental,"['lemon', 'murmur', 'lemon', 'lemon', 'lemon']","['murmur', 'a', 'a', 'a', 'a']","['honour', 'hunter', 'model', 'phenomenon', 'memorandum']"
995,invitation,"['him', 'him', 'him', 'him', 'him']","['nation', 'nation', 'reign', 'creation', 'edition']","['chain', 'pyncheon', 'shady', 'condition', 'inn']"
996,divorce,"['reverend', 'war', 'wall', 'war', 'widows']","['are', 'are', 'are', 'are', 'are']","['vases', 'solve', 'foil', 'fall', 'developed']"
997,rage,"['aid', 'raved', 'rave', 'you', 'you']","['age', 'age', 'age', 'age', 'age']","['age', 'age', 'age', 'age', 'age']"
998,measured,"['version', 'revered', 'reserve', 'rubbed', 'measure']","['version', 'is', 'measure', 'is', 'measure']","['measures', 'measure', 'measure', 'measure', 'measure']"
999,descended,"['the', 'is', 'in', 'in', 'is']","['in', 'in', 'in', 'in', 'in']","['descendants', 'send', 'send', 'in', 'in']"
1000,begun,"['hemmed', 'imagine', 'jumped', 'leaden', 'glared']","['could', 'could', 'could', 'could', 'could']","['began', 'began', 'began', 'began', 'began']"
1001,centred,"['such', 'such', 'such', 'such', 'such']","['sense', 'sense', 'sense', 'sense', 'sense']","['sense', 'sense', 'sense', 'sense', 'recesses']"
1002,joyous,"['rear', 'glory', 'chiselled', 'you', 'dome']","['glory', 'rear', 'ghoul', 'glory', 'loyal']","['ghoul', 'rear', 'twice', 'ginger', 'foetus']"
1003,relation,"['share', 'share', 'merely', 'shared', 'should']","['nation', 'nation', 'nation', 'relations', 'nations']","['relations', 'definitions', 'aidan', 'relations', 'teacher']"
1004,for,"['were', 'her', 'her', 'her', 'her']","['four', 'four', 'four', 'four', 'four']","['but', 'but', 'but', 'but', 'but']"
1005,tourmaline,"['lean', 'lean', 'quarrel', 'quarrel', 'womb']","['only', 'only', 'only', 'only', 'only']","['lean', 'lean', 'bean', 'bean', 'ringing']"
1006,liked,"['loves', 'lattice', 'laurel', 'rumbling', 'bill']","['life', 'life', 'life', 'life', 'life']","['like', 'like', 'like', 'like', 'like']"
1007,cucumbers,"['cook', 'cook', 'bush', 'cup', 'pour']","['cook', 'cook', 'you', 'you', 'you']","['birket', 'groups', 'grip', 'rulers', 'group']"
1008,rice,"['weight', 'era', 'i', 'i', 'rise']","['race', 'race', 'life', 'race', 'life']","['rise', 'rise', 'rise', 'races', 'rise']"
1009,even,"['phoebe', 'phoebe', 'you', 'you', 'you']","['he', 'he', 'he', 'he', 'he']","['league', 'v', 'easy', 'v', 'easy']"
1010,when,"['in', 'in', 'in', 'in', 'in']","['with', 'with', 'with', 'with', 'with']","['what', 'don', 'what', 'don', 'don']"
1011,tint,"['pink', 'pink', 'pink', 'he', 'he']","['it', 'it', 'it', 'it', 'it']","['hint', 'inn', 'inn', 'inn', 'in']"
1012,hello,"['all', 'all', 'all', 'all', 'all']","['how', 'how', 'how', 'how', 'how']","['hollow', 'hollow', 'hollow', 'hollow', 'o']"
1013,preoccupied,"['right', 'repaid', 'collar', 'quandary', 'lighted']","['collar', 'reveal', 'tied', 'york', 'greedy']","['fought', 'checked', 'proper', 'occupied', 'proper']"
1014,complexion,"['queen', 'queen', 'queen', 'hung', 'america']","['a', 'a', 'a', 'a', 'a']","['procession', 'crowing', 'ancestors', 'in', 'gifted']"
1015,ball,"['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']"
1016,stay,"['see', 'see', 'see', 'see', 'see']","['say', 'say', 'say', 'say', 'say']","['say', 'say', 'say', 'say', 'say']"
1017,latter,"['error', 'matter', 'matter', 'matter', 'error']","['matter', 'matter', 'matter', 'matter', 'water']","['matter', 'matter', 'matter', 'matter', 'matter']"
1018,therefore,"['are', 'are', 'were', 'were', 'were']","['four', 'four', 'four', 'for', 'four']","['for', 'rear', 'for', 'for', 'for']"
1019,surgeon,"['should', 'should', 'should', 'should', 'should']","['answers', 'answers', 'servant', 'certain', 'church']","['serge', 'sutter', 'features', 'student', 'incisions']"
1020,sudden,"['sent', 'sent', 'sent', 'seldom', 'sent']","['some', 'some', 'some', 'some', 'some']","['some', 'some', 'some', 'some', 'some']"
1021,woods,"['gorge', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['walls', 'walls', 'walls', 'level', 'walls']"
1022,closed,"['low', 'little', 'little', 'little', 'little']","['close', 'close', 'close', 'close', 'close']","['little', 'little', 'little', 'little', 'little']"
1023,doubly,"['little', 'little', 'little', 'little', 'little']","['little', 'little', 'blood', 'little', 'little']","['deadly', 'little', 'little', 'little', 'little']"
1024,contents,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['substance', 'path', 'spouse', 'path', 'us']"
1025,whispered,"['were', 'were', 'were', 'were', 'were']","['weighed', 'sweet', 'ruby', 'were', 'sweet']","['effete', 'weighed', 'reduce', 'sees', 'deemed']"
1026,grasp,"['us', 'fast', 'us', 'task', 'us']","['grass', 'grass', 'grass', 'grass', 'grass']","['rout', 'facts', 'masses', 'class', 'flanks']"
1027,elder,"['little', 'little', 'little', 'little', 'little']","['allspice', 'all', 'all', 'all', 'all']","['old', 'old', 'old', 'old', 'old']"
1028,horseback,"['her', 'mortar', 'her', 'her', 'her']","['path', 'path', 'back', 'back', 'aback']","['hide', 'hide', 'back', 'path', 'back']"
1029,crowns,"['on', 'highwayman', 'on', 'on', 'on']","['round', 'round', 'round', 'round', 'ground']","['ground', 'ground', 'ground', 'ground', 'ground']"
1030,drouet,"['her', 'her', 'her', 'her', 'her']","['roof', 'roof', 'roof', 'roof', 'roof']","['herbert', 'ardour', 'herbert', 'ardor', 'bread']"
1031,grandmother,"['raw', 'warrior', 'anywhere', 'man', 'woman']","['warrior', 'river', 'river', 'river', 'raw']","['mother', 'mother', 'mother', 'mother', 'mother']"
1032,melancholy,"['mine', 'mine', 'mine', 'i', 'in']","['a', 'valentine', 'a', 'a', 'reveal']","['rumbling', 'the', 'the', 'lance', 'the']"
1033,behind,"['eye', 'eye', 'eye', 'eye', 'nile']","['time', 'time', 'time', 'time', 'time']","['hide', 'hide', 'hand', 'hand', 'hand']"
1034,opening,"['wall', 'fool', 'general', 'on', 'in']","['own', 'own', 'own', 'own', 'own']","['open', 'open', 'opened', 'open', 'open']"
1035,knowing,"['known', 'known', 'know', 'know', 'knew']","['know', 'know', 'know', 'know', 'know']","['know', 'know', 'know', 'know', 'knew']"
1036,disengaged,"['union', 'aid', 'sensitive', 'disobey', 'she']","['age', 'age', 'age', 'age', 'age']","['gage', 'descendants', 'stage', 'misuse', 'sage']"
1037,scene,"['me', 'seat', 'union', 'in', 'sees']","['seen', 'seen', 'see', 'seen', 'seen']","['seen', 'seen', 'seen', 'seen', 'seen']"
1038,discordant,"['seated', 'bird', 'bird', 'prone', 'nettle']","['cord', 'course', 'course', 'course', 'course']","['casus', 'sifted', 'distinguishing', 'sail', 'chiselled']"
1039,set,"['sat', 'sat', 'sees', 'sat', 'say']","['see', 'see', 'see', 'see', 'see']","['sat', 'sat', 'sat', 'sat', 'sat']"
1040,hand,"['hung', 'am', 'had', 'am', 'hope']","['had', 'had', 'had', 'had', 'had']","['hands', 'hands', 'hands', 'hands', 'hands']"
1041,recipe,"['be', 'be', 'be', 'be', 'be']","['be', 'be', 'be', 'be', 'be']","['stew', 'christie', 'fish', 'he', 'he']"
